PromptID,Market,Persona,Subject,Category,Prompt,Model 1,Model 2,Model 3,Organisation,ExpertiseArea,Intent,Platform,PromptSource,PersonaTemplateID,GenerationMethod
UOS-0711,UAE,Research Professional,General,Research & Innovation,Which universities have the strongest REF performance alongside international research reach?,OpenAI,Anthropic,Gemini,University of Southampton,Research & Innovation,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0712,UAE,Research Professional,General,Collaboration & Partnerships,Which universities have the most mature mechanisms for managing government-backed international research partnerships?,OpenAI,Anthropic,Gemini,University of Southampton,Collaboration & Partnerships,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0713,UAE,Research Professional,General,Funding & Innovation,Which universities are strongest at combining public research funding with industry and sovereign investment?,OpenAI,Anthropic,Gemini,University of Southampton,Funding & Innovation,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0714,UAE,Research Professional,General,Research Impact,Which universities have the strongest evidence of research impact in the Gulf and Middle East?,OpenAI,Anthropic,Gemini,University of Southampton,Research Impact,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0715,UAE,Research Professional,General,Academic Experience,Which universities provide the strongest networks for connecting UK and United Arab Emirates research teams?,OpenAI,Anthropic,Gemini,University of Southampton,Academic Experience,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0716,UAE,Research Professional,General,Collaboration & Partnerships,"Which universities are best suited to a partnership intended to grow across research, talent exchange, innovation and commercialisation?",OpenAI,Anthropic,Gemini,University of Southampton,Collaboration & Partnerships,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0717,UK,Prospective Student (Undergraduate),Medicine,Reputation,Which UK universities are most highly regarded for undergraduate medicine by UK employers and professional bodies?,OpenAI,Anthropic,Gemini,University of Southampton,Reputation,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0718,UK,Prospective Student (Undergraduate),Medicine,Collaboration & Partnerships,Which universities offer the strongest access to high-quality clinical placements and teaching hospitals?,OpenAI,Anthropic,Gemini,University of Southampton,Collaboration & Partnerships,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0719,UK,Prospective Student (Undergraduate),Medicine,Careers & Employability,Which medical schools have the strongest track record of preparing graduates for successful medical careers?,OpenAI,Anthropic,Gemini,University of Southampton,Careers & Employability,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0720,UK,Prospective Student (Undergraduate),Medicine,Careers & Employability,Which medical schools offer qualifications and training pathways that are most portable for graduates who may later work in careers in the UK?,OpenAI,Anthropic,Gemini,University of Southampton,Careers & Employability,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0721,UK,Prospective Student (Postgraduate),Medicine,Collaboration & Partnerships,Which universities offer the strongest postgraduate medical training and specialist clinical opportunities?,OpenAI,Anthropic,Gemini,University of Southampton,Collaboration & Partnerships,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0722,UK,Prospective Student (Postgraduate),Medicine,Careers & Employability,Which universities would provide the best platform for a doctor seeking careers in the UK?,OpenAI,Anthropic,Gemini,University of Southampton,Careers & Employability,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0723,UK,Prospective Student (Postgraduate),Medicine,Reputation,Which postgraduate medical programmes have the strongest international recognition and professional networks?,OpenAI,Anthropic,Gemini,University of Southampton,Reputation,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0724,UK,Research Professional,Medicine,Research & Innovation,Which UK universities have the strongest clinical and biomedical research environments for an external research partner?,OpenAI,Anthropic,Gemini,University of Southampton,Research & Innovation,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0725,UK,Research Professional,Medicine,Collaboration & Partnerships,"Which universities are best positioned for collaborative medical research with UK research funders, public services and industry?",OpenAI,Anthropic,Gemini,University of Southampton,Collaboration & Partnerships,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0726,UK,Research Professional,Medicine,Research & Innovation,"Which universities have the strongest infrastructure for clinical trials, health data research and translational medicine?",OpenAI,Anthropic,Gemini,University of Southampton,Research & Innovation,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0727,China,Prospective Student (Undergraduate),Medicine,Reputation,Which UK universities are most highly regarded for undergraduate medicine by employers and professional organisations in China?,DeepSeek,,,University of Southampton,Reputation,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0728,China,Prospective Student (Undergraduate),Medicine,Collaboration & Partnerships,Which universities offer the strongest access to high-quality clinical placements and teaching hospitals?,DeepSeek,,,University of Southampton,Collaboration & Partnerships,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0729,China,Prospective Student (Undergraduate),Medicine,Careers & Employability,Which medical schools have the strongest track record of preparing graduates for successful medical careers?,DeepSeek,,,University of Southampton,Careers & Employability,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0730,China,Prospective Student (Undergraduate),Medicine,Careers & Employability,Which medical schools offer qualifications and training pathways that are most portable for graduates who may later work in careers in China and internationally?,DeepSeek,,,University of Southampton,Careers & Employability,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0731,China,Prospective Student (Postgraduate),Medicine,Collaboration & Partnerships,Which universities offer the strongest postgraduate medical training and specialist clinical opportunities?,DeepSeek,,,University of Southampton,Collaboration & Partnerships,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0732,China,Prospective Student (Postgraduate),Medicine,Careers & Employability,Which universities would provide the best platform for a doctor seeking careers in China and internationally?,DeepSeek,,,University of Southampton,Careers & Employability,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0733,China,Prospective Student (Postgraduate),Medicine,Reputation,Which postgraduate medical programmes have the strongest international recognition and professional networks?,DeepSeek,,,University of Southampton,Reputation,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0734,China,Research Professional,Medicine,Research & Innovation,Which UK universities have the strongest clinical and biomedical research environments for an external research partner?,DeepSeek,,,University of Southampton,Research & Innovation,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0735,China,Research Professional,Medicine,Collaboration & Partnerships,"Which universities are best positioned for collaborative medical research with Chinese universities, institutes and industry partners?",DeepSeek,,,University of Southampton,Collaboration & Partnerships,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0736,China,Research Professional,Medicine,Research & Innovation,"Which universities have the strongest infrastructure for clinical trials, health data research and translational medicine?",DeepSeek,,,University of Southampton,Research & Innovation,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0737,India,Prospective Student (Undergraduate),Medicine,Reputation,Which UK universities are most highly regarded for undergraduate medicine by employers and professional organisations in India?,OpenAI,Gemini,Perplexity,University of Southampton,Reputation,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0738,India,Prospective Student (Undergraduate),Medicine,Collaboration & Partnerships,Which universities offer the strongest access to high-quality clinical placements and teaching hospitals?,OpenAI,Gemini,Perplexity,University of Southampton,Collaboration & Partnerships,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0739,India,Prospective Student (Undergraduate),Medicine,Careers & Employability,Which medical schools have the strongest track record of preparing graduates for successful medical careers?,OpenAI,Gemini,Perplexity,University of Southampton,Careers & Employability,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0740,India,Prospective Student (Undergraduate),Medicine,Careers & Employability,"Which medical schools offer qualifications and training pathways that are most portable for graduates who may later work in careers in India, the UK and multinational organisations?",OpenAI,Gemini,Perplexity,University of Southampton,Careers & Employability,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0741,India,Prospective Student (Postgraduate),Medicine,Collaboration & Partnerships,Which universities offer the strongest postgraduate medical training and specialist clinical opportunities?,OpenAI,Gemini,Perplexity,University of Southampton,Collaboration & Partnerships,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0742,India,Prospective Student (Postgraduate),Medicine,Careers & Employability,"Which universities would provide the best platform for a doctor seeking careers in India, the UK and multinational organisations?",OpenAI,Gemini,Perplexity,University of Southampton,Careers & Employability,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0743,India,Prospective Student (Postgraduate),Medicine,Reputation,Which postgraduate medical programmes have the strongest international recognition and professional networks?,OpenAI,Gemini,Perplexity,University of Southampton,Reputation,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
