PromptID,Market,Persona,Subject,Category,Prompt,Model 1,Model 2,Model 3
,United Arab Emirates,Prospective Student (Postgraduate),Medicine,Reputation,Which postgraduate medical programmes have the strongest international recognition and professional networks?,OpenAI,Anthropic,Gemini
,United Arab Emirates,Research Professional,Medicine,Research & Innovation,Which UK universities have the strongest clinical and biomedical research environments for an external research partner?,OpenAI,Anthropic,Gemini
,United Arab Emirates,Research Professional,Medicine,Collaboration & Partnerships,"Which universities are best positioned for collaborative medical research with United Arab Emirates universities, government entities and industry partners?",OpenAI,Anthropic,Gemini
,United Arab Emirates,Research Professional,Medicine,Research & Innovation,"Which universities have the strongest infrastructure for clinical trials, health data research and translational medicine?",OpenAI,Anthropic,Gemini
,UK,Prospective Student (Undergraduate),Computer Science,Reputation,Which UK universities are most highly regarded for computer science by UK employers and professional bodies?,OpenAI,Anthropic,Gemini
,UK,Prospective Student (Undergraduate),Computer Science,Academic Experience,"Which universities offer the strongest undergraduate learning experience across software, AI, data and computing fundamentals?",OpenAI,Anthropic,Gemini
,UK,Prospective Student (Undergraduate),Computer Science,Careers & Employability,"Which universities give computer science students the strongest access to internships, technology employers and graduate roles?",OpenAI,Anthropic,Gemini
,UK,Prospective Student (Undergraduate),Computer Science,Cost & Value,"Which universities offer the strongest combination of computing reputation, tuition, living costs and value for money and graduate salary potential?",OpenAI,Anthropic,Gemini
,UK,Prospective Student (Postgraduate),Computer Science,University Overview,"Which universities offer the strongest postgraduate opportunities in areas such as AI, cybersecurity, data science and advanced computing?",OpenAI,Anthropic,Gemini
,UK,Prospective Student (Postgraduate),Computer Science,Careers & Employability,Which universities provide the strongest route into high-value technology careers for UK-based students?,OpenAI,Anthropic,Gemini
,UK,Prospective Student (Postgraduate),Computer Science,Reputation,Which postgraduate computing programmes are best recognised by technology employers in careers in the UK?,OpenAI,Anthropic,Gemini
,UK,Research Professional,Computer Science,Research & Innovation,"Which UK universities have the strongest research capability in AI, computing, data and cybersecurity?",OpenAI,Anthropic,Gemini
,UK,Research Professional,Computer Science,Collaboration & Partnerships,"Which universities would make the strongest technology research partners for UK research funders, public services and industry?",OpenAI,Anthropic,Gemini
,UK,Research Professional,Computer Science,Research & Innovation,Which universities have the deepest pools of doctoral and academic talent in advanced computing?,OpenAI,Anthropic,Gemini
,China,Prospective Student (Undergraduate),Computer Science,Reputation,Which UK universities are most highly regarded for computer science by employers and professional organisations in China?,DeepSeek,,
,China,Prospective Student (Undergraduate),Computer Science,Academic Experience,"Which universities offer the strongest undergraduate learning experience across software, AI, data and computing fundamentals?",DeepSeek,,
,China,Prospective Student (Undergraduate),Computer Science,Careers & Employability,"Which universities give computer science students the strongest access to internships, technology employers and graduate roles?",DeepSeek,,
,China,Prospective Student (Undergraduate),Computer Science,Cost & Value,"Which universities offer the strongest combination of computing reputation, scholarships, total cost and return on investment and graduate salary potential?",DeepSeek,,
,China,Prospective Student (Postgraduate),Computer Science,University Overview,"Which universities offer the strongest postgraduate opportunities in areas such as AI, cybersecurity, data science and advanced computing?",DeepSeek,,
,China,Prospective Student (Postgraduate),Computer Science,Careers & Employability,Which universities provide the strongest route into high-value technology careers for students from China?,DeepSeek,,
,China,Prospective Student (Postgraduate),Computer Science,Reputation,Which postgraduate computing programmes are best recognised by technology employers in careers in China and internationally?,DeepSeek,,
,China,Research Professional,Computer Science,Research & Innovation,"Which UK universities have the strongest research capability in AI, computing, data and cybersecurity?",DeepSeek,,
,China,Research Professional,Computer Science,Collaboration & Partnerships,"Which universities would make the strongest technology research partners for Chinese universities, institutes and industry partners?",DeepSeek,,
,China,Research Professional,Computer Science,Research & Innovation,Which universities have the deepest pools of doctoral and academic talent in advanced computing?,DeepSeek,,
,India,Prospective Student (Undergraduate),Computer Science,Reputation,Which UK universities are most highly regarded for computer science by employers and professional organisations in India?,OpenAI,Gemini,Perplexity
,India,Prospective Student (Undergraduate),Computer Science,Academic Experience,"Which universities offer the strongest undergraduate learning experience across software, AI, data and computing fundamentals?",OpenAI,Gemini,Perplexity
,India,Prospective Student (Undergraduate),Computer Science,Careers & Employability,"Which universities give computer science students the strongest access to internships, technology employers and graduate roles?",OpenAI,Gemini,Perplexity
,India,Prospective Student (Undergraduate),Computer Science,Cost & Value,"Which universities offer the strongest combination of computing reputation, scholarships, affordability and return on investment and graduate salary potential?",OpenAI,Gemini,Perplexity
,India,Prospective Student (Postgraduate),Computer Science,University Overview,"Which universities offer the strongest postgraduate opportunities in areas such as AI, cybersecurity, data science and advanced computing?",OpenAI,Gemini,Perplexity
,India,Prospective Student (Postgraduate),Computer Science,Careers & Employability,Which universities provide the strongest route into high-value technology careers for students from India?,OpenAI,Gemini,Perplexity
,India,Prospective Student (Postgraduate),Computer Science,Reputation,"Which postgraduate computing programmes are best recognised by technology employers in careers in India, the UK and multinational organisations?",OpenAI,Gemini,Perplexity
,India,Research Professional,Computer Science,Research & Innovation,"Which UK universities have the strongest research capability in AI, computing, data and cybersecurity?",OpenAI,Gemini,Perplexity
,India,Research Professional,Computer Science,Collaboration & Partnerships,"Which universities would make the strongest technology research partners for Indian universities, research institutes and industry partners?",OpenAI,Gemini,Perplexity
